AÑO,SEMESTRE,TRIMESTRE,DPTO,MUNICIPIO,ESPECIE,TIPO PRODUCTO,FUENTE,VOLUMEN M3
"2,014",II,III,Cundinamarca,Nemocón,Eucalyptus globulus,Bloque,ICA,12
"2,014",II,III,Cundinamarca,Nemocón,Eucalyptus globulus,Limatón,ICA,14
"2,014",II,III,Cundinamarca,Nemocón,Eucalyptus globulus,n.c.p,ICA,5
"2,014",II,III,Cundinamarca,Nemocón,Eucalyptus globulus,Otros,ICA,5
"2,014",II,III,Cundinamarca,Nemocón,Eucalyptus globulus,Palanca de Mina,ICA,20
"2,014",II,III,Cundinamarca,Nemocón,Eucalyptus globulus,Postes,ICA,5
"2,014",II,III,Cundinamarca,Pacho,Cupressus lusitanica Mill.,Bloque,ICA,49
"2,014",II,III,Cundinamarca,Pacho,Cupressus lusitanica Mill.,Otros,ICA,16
"2,014",II,III,Cundinamarca,Pacho,Eucalyptus globulus,"árbol en pie (especificar destino, DAP, Altura)",ICA,14
"2,014",II,III,Cundinamarca,Pacho,Eucalyptus globulus,Bloque,ICA,344
"2,014",II,III,Cundinamarca,Pacho,Eucalyptus globulus,Otros,ICA,25
"2,014",II,III,Cundinamarca,Pacho,Eucalyptus globulus,Palanca de Mina,ICA,10
"2,014",II,III,Cundinamarca,Pacho,Eucalyptus globulus,Postes,ICA,90
"2,014",II,III,Cundinamarca,Pacho,Eucalyptus globulus,Rolliza,ICA,7
"2,014",II,III,Cundinamarca,Pacho,Eucalyptus viminalis,Bloque,ICA,26
"2,014",II,III,Cundinamarca,Pacho,Eucalyptus viminalis,Durmientes,ICA,1
"2,014",II,III,Cundinamarca,Pacho,Fraxinus spp.,Bloque,ICA,36
"2,014",II,III,Cundinamarca,Pacho,Fraxinus spp.,Otros,ICA,36
"2,014",II,III,Cundinamarca,Pacho,Pinus patula,Bloque,ICA,576
"2,014",II,III,Cundinamarca,Pacho,Pinus patula,Rolliza,ICA,9
"2,014",II,III,Cundinamarca,Pacho,Retrophyllum rospigliosii,Bloque,ICA,13
"2,014",II,III,Cundinamarca,Pasca,Eucalyptus camaldulensis,Bloque,ICA,3
"2,014",II,III,Cundinamarca,Pasca,Eucalyptus camaldulensis,Postes,ICA,81
"2,014",II,III,Cundinamarca,Pasca,Eucalyptus camaldulensis,Rolliza,ICA,10
"2,014",II,III,Cundinamarca,Pulí,Eucalyptus globulus,Bloque,ICA,12
"2,014",II,III,Cundinamarca,Pulí,Fraxinus spp.,Bloque,ICA,12
"2,014",II,III,Cundinamarca,Quipile,Cordia alliodora (Ruiz & Pav.) Oken,Bloque,ICA,4
"2,014",II,III,Cundinamarca,Quipile,Eucalyptus globulus,Bloque,ICA,97
"2,014",II,III,Cundinamarca,Quipile,Tabebuia spp.,Bloque,ICA,4
"2,014",II,III,Cundinamarca,San Bernardo,Eucalyptus globulus,Bloque,ICA,26
"2,014",II,III,Cundinamarca,San Bernardo,Eucalyptus globulus,Rolliza,ICA,81
"2,014",II,III,Cundinamarca,San Cayetano,Cupressus lusitanica Mill.,Bloque,ICA,20
"2,014",II,III,Cundinamarca,San Francisco,Eucalyptus globulus,Rolliza,ICA,8
"2,014",II,III,Cundinamarca,San Francisco,Fraxinus spp.,Rolliza,ICA,4
"2,014",II,III,Cundinamarca,San Juan de Rioseco,Cordia alliodora (Ruiz & Pav.) Oken,Bloque,ICA,13
"2,014",II,III,Cundinamarca,San Juan de Rioseco,Inga sp,Bloque,ICA,5
"2,014",II,III,Cundinamarca,San Juan de Rioseco,Tabebuia rosea,Bloque,ICA,10
"2,014",II,III,Cundinamarca,Sesquilé,Eucalyptus globulus,Bloque,ICA,312
"2,014",II,III,Cundinamarca,Sesquilé,Eucalyptus globulus,Limatón,ICA,50
"2,014",II,III,Cundinamarca,Sesquilé,Eucalyptus globulus,Madera troceada,ICA,22
"2,014",II,III,Cundinamarca,Sesquilé,Eucalyptus globulus,Palanca de Mina,ICA,64
"2,014",II,III,Cundinamarca,Sesquilé,Eucalyptus globulus,Rolliza,ICA,348
"2,014",II,III,Cundinamarca,Sesquilé,Pinus patula,Bloque,ICA,42
"2,014",II,III,Cundinamarca,Sibaté,Eucalyptus globulus,Bloque,ICA,23
"2,014",II,III,Cundinamarca,Sibaté,Eucalyptus globulus,Madera troceada,ICA,30
"2,014",II,III,Cundinamarca,Sibaté,Eucalyptus globulus,Rolliza,ICA,29
"2,014",II,III,Cundinamarca,Simijaca,Acacia melanoxylon,Otros,ICA,5
"2,014",II,III,Cundinamarca,Simijaca,Eucalyptus globulus,Bloque,ICA,225
"2,014",II,III,Cundinamarca,Simijaca,Eucalyptus globulus,Otros,ICA,66
"2,014",II,III,Cundinamarca,Simijaca,Eucalyptus globulus,Palanca de Mina,ICA,75
"2,014",II,III,Cundinamarca,Simijaca,Pinus patula,Bloque,ICA,124
"2,014",II,III,Cundinamarca,Simijaca,Pinus patula,Otros,ICA,44
"2,014",II,III,Cundinamarca,Simijaca,Pinus radiata,Bloque,ICA,66
"2,014",II,III,Cundinamarca,Simijaca,Pinus radiata,Otros,ICA,5
"2,014",II,III,Cundinamarca,Soacha,Eucalyptus globulus,Bloque,ICA,402
"2,014",II,III,Cundinamarca,Soacha,Eucalyptus globulus,Madera troceada,ICA,61
"2,014",II,III,Cundinamarca,Soacha,Eucalyptus globulus,Otros,ICA,16
"2,014",II,III,Cundinamarca,Soacha,Eucalyptus globulus,Palanca de Mina,ICA,"1,216"
"2,014",II,III,Cundinamarca,Soacha,Eucalyptus globulus,Rolliza,ICA,"1,105"
"2,014",II,III,Cundinamarca,Soacha,Eucalyptus grandis,Bloque,ICA,92
"2,014",II,III,Cundinamarca,Soacha,Eucalyptus grandis,Madera troceada,ICA,61
"2,014",II,III,Cundinamarca,Subachoque,Acacia melanoxylon,Bloque,ICA,6
"2,014",II,III,Cundinamarca,Subachoque,Eucalyptus grandis,Bloque,ICA,4
"2,014",II,III,Cundinamarca,Subachoque,Eucalyptus grandis,Palanca de Mina,ICA,28
"2,014",II,III,Cundinamarca,Subachoque,Eucalyptus grandis,Rolliza,ICA,8
"2,014",II,III,Cundinamarca,Subachoque,Pinus patula,Bloque,ICA,43
"2,014",II,III,Cundinamarca,Subachoque,Pinus patula,Rolliza,ICA,18
"2,014",II,III,Cundinamarca,Suesca,Eucalyptus globulus,Bloque,ICA,220
"2,014",II,III,Cundinamarca,Suesca,Eucalyptus globulus,Madera troceada,ICA,8
"2,014",II,III,Cundinamarca,Suesca,Eucalyptus globulus,Palanca de Mina,ICA,70
"2,014",II,III,Cundinamarca,Suesca,Eucalyptus globulus,Rolliza,ICA,579
"2,014",II,III,Cundinamarca,Supatá,Eucalyptus globulus,Postes,ICA,6
"2,014",II,III,Cundinamarca,Susa,Acacia decurrens,Otros,ICA,7
"2,014",II,III,Cundinamarca,Susa,Eucalyptus globulus,Bloque,ICA,155
"2,014",II,III,Cundinamarca,Susa,Eucalyptus globulus,Otros,ICA,133
"2,014",II,III,Cundinamarca,Susa,Eucalyptus globulus,Palanca de Mina,ICA,240
"2,014",II,III,Cundinamarca,Susa,Eucalyptus globulus,Rolliza,ICA,18
"2,014",II,III,Cundinamarca,Susa,Pinus patula,Bloque,ICA,18
"2,014",II,III,Cundinamarca,Susa,Pinus patula,Otros,ICA,134
"2,014",II,III,Cundinamarca,Susa,Pinus patula,Rolliza,ICA,54
"2,014",II,III,Cundinamarca,Susa,Pinus radiata,Otros,ICA,132
"2,014",II,III,Cundinamarca,Sutatausa,Acacia melanoxylon,Otros,ICA,37
"2,014",II,III,Cundinamarca,Sutatausa,Eucalyptus globulus,Bloque,ICA,67
"2,014",II,III,Cundinamarca,Sutatausa,Eucalyptus globulus,n.c.p,ICA,4
"2,014",II,III,Cundinamarca,Sutatausa,Eucalyptus globulus,Otros,ICA,6
"2,014",II,III,Cundinamarca,Sutatausa,Eucalyptus globulus,Palanca de Mina,ICA,60
"2,014",II,III,Cundinamarca,Sutatausa,Pinus patula,Otros,ICA,15
"2,014",II,III,Cundinamarca,Sutatausa,Pinus radiata,Otros,ICA,10
"2,014",II,III,Cundinamarca,Tabio,Eucalyptus grandis,Bloque,ICA,45
"2,014",II,III,Cundinamarca,Tabio,Eucalyptus grandis,Rolliza,ICA,40
"2,014",II,III,Cundinamarca,Tausa,Pinus patula,Bloque,ICA,721
"2,014",II,III,Cundinamarca,Tausa,Pinus patula,Otros,ICA,12
"2,014",II,III,Cundinamarca,Tausa,Pinus patula,Rolliza,ICA,317
"2,014",II,III,Cundinamarca,Tenjo,Eucalyptus globulus,Bloque,ICA,121
"2,014",II,III,Cundinamarca,Tenjo,Eucalyptus globulus,Otros,ICA,156
"2,014",II,III,Cundinamarca,Tenjo,Eucalyptus globulus,Palanca de Mina,ICA,429
"2,014",II,III,Cundinamarca,Tenjo,Eucalyptus globulus,Rolliza,ICA,34
"2,014",II,III,Cundinamarca,Tibacuy,Cassia fistula sensu Brenan,Rolliza,ICA,1
"2,014",II,III,Cundinamarca,Tibacuy,Cordia alliodora (Ruiz & Pav.) Oken,Bloque,ICA,13
"2,014",II,III,Cundinamarca,Tibacuy,Fraxinus spp.,Bloque,ICA,11
"2,014",II,III,Cundinamarca,Tibacuy,Fraxinus spp.,Rolliza,ICA,6
"2,014",II,III,Cundinamarca,Tibacuy,Ochroma lagopus,Rolliza,ICA,1
"2,014",II,III,Cundinamarca,Tibacuy,Tecoma stands,Otros,ICA,3
"2,014",II,III,Cundinamarca,Tocancipá,Pinus patula,Bloque,ICA,33
"2,014",II,III,Cundinamarca,Tocancipá,Pinus patula,Madera troceada,ICA,11
"2,014",II,III,Cundinamarca,Tocancipá,Pinus patula,Rolliza,ICA,23
"2,014",II,III,Cundinamarca,Ubalá,Cupressus lusitanica Mill.,Bloque,ICA,14
"2,014",II,III,Cundinamarca,Ubate,Acacia decurrens,Palanca de Mina,ICA,10
"2,014",II,III,Cundinamarca,Ubate,Eucalyptus globulus,Bloque,ICA,913
"2,014",II,III,Cundinamarca,Ubate,Eucalyptus globulus,Otros,ICA,244
"2,014",II,III,Cundinamarca,Ubate,Eucalyptus globulus,Palanca de Mina,ICA,308
"2,014",II,III,Cundinamarca,Ubate,Eucalyptus globulus,Rolliza,ICA,10
"2,014",II,III,Cundinamarca,Ubate,Pinus radiata,Bloque,ICA,62
"2,014",II,III,Cundinamarca,Ubate,Pinus radiata,Otros,ICA,120
"2,014",II,III,Cundinamarca,Ubate,Pinus radiata,Rolliza,ICA,131
"2,014",II,III,Cundinamarca,Viani,Eucalyptus globulus,Bloque,ICA,3
"2,014",II,III,Cundinamarca,Viani,Guadua angustifolia Kunth,Otros,ICA,41
"2,014",II,III,Cundinamarca,Villapinzon,Cupressus lusitanica Mill.,Bloque,ICA,22
"2,014",II,III,Cundinamarca,Villapinzon,Cupressus lusitanica Mill.,Rolliza,ICA,246
"2,014",II,III,Cundinamarca,Yacopi,Cedrela spp.,Bloque,ICA,5
"2,014",II,III,Cundinamarca,Yacopi,Cordia alliodora (Ruiz & Pav.) Oken,Bloque,ICA,90
"2,014",II,III,Cundinamarca,Yacopi,Jacaranda copaia,Bloque,ICA,55
"2,014",II,III,Cundinamarca,Yacopi,Jacaranda copaia,Pulpa,ICA,35
"2,014",II,III,Cundinamarca,Zipacón,Eucalyptus globulus,Bloque,ICA,10
"2,014",II,III,Cundinamarca,Zipacón,Eucalyptus globulus,Limatón,ICA,12
"2,014",II,III,Cundinamarca,Zipacón,Eucalyptus globulus,Madera troceada,ICA,30
"2,014",II,III,Cundinamarca,Zipacón,Eucalyptus globulus,Rolliza,ICA,"1,188"
"2,014",II,III,Cundinamarca,Zipaquirá,Eucalyptus globulus,Bloque,ICA,580
"2,014",II,III,Cundinamarca,Zipaquirá,Eucalyptus globulus,Palanca de Mina,ICA,36
"2,014",II,III,Cundinamarca,Zipaquirá,Pinus patula,Bloque,ICA,112
"2,014",II,III,Cundinamarca,Zipaquirá,Pinus patula,Rolliza,ICA,31
"2,014",II,III,Huila,Garzón,Cordia alliodora (Ruiz & Pav.) Oken,Bloque,ICA,26
"2,014",II,III,Huila,Garzón,Cordia alliodora (Ruiz & Pav.) Oken,Madera troceada,ICA,1
"2,014",II,III,Huila,Garzón,Eucalyptus grandis,Bloque,ICA,6
"2,014",II,III,Huila,Garzón,Eucalyptus grandis,Limatón,ICA,28
"2,014",II,III,Huila,Garzón,Eucalyptus grandis,Postes,ICA,10
"2,014",II,III,Huila,Gigante,Cordia alliodora (Ruiz & Pav.) Oken,Bloque,ICA,83
"2,014",II,III,Huila,Gigante,Eucalyptus grandis,Bloque,ICA,10
"2,014",II,III,Huila,Gigante,Eucalyptus grandis,Cercos,ICA,52
"2,014",II,III,Huila,Gigante,Eucalyptus grandis,Limatón,ICA,28
"2,014",II,III,Huila,Gigante,Eucalyptus grandis,Postes,ICA,249
"2,014",II,III,Huila,Gigante,Eucalyptus grandis,Rolliza,ICA,12
"2,014",II,III,Huila,La Plata,Eucalyptus grandis,Bloque,ICA,50
"2,014",II,III,Huila,La Plata,Eucalyptus grandis,Palanca de Mina,ICA,7
"2,014",II,III,Huila,La Plata,Pinus oocarpa,Bloque,ICA,37
"2,014",II,III,Huila,La Plata,Pinus patula,Bloque,ICA,35
"2,014",II,III,Huila,Neiva,Eucalyptus globulus,Bloque,ICA,33
"2,014",II,III,Huila,Neiva,Eucalyptus globulus,Rolliza,ICA,20
"2,014",II,III,Huila,Palestina,Pinus patula,Bloque,ICA,12
"2,014",II,III,Huila,Palestina,Pinus patula,Postes,ICA,2
"2,014",II,III,Huila,Rivera,Tectona grandis L. Fil,Bloque,ICA,30
"2,014",II,III,Huila,Tello,Eucalyptus grandis,Bloque,ICA,426
"2,014",II,III,Magdalena,El Piñón,Tabebuia rosea,Bloque,ICA,500
"2,014",II,III,Magdalena,Pivijay,Gmelina arborea,Rolliza,ICA,70
"2,014",II,III,Magdalena,Pivijay,Tectona grandis L. Fil,Rolliza,ICA,40
"2,014",II,III,Magdalena,Plato,Gmelina arborea,Rolliza,ICA,670
"2,014",II,III,Magdalena,Sabanas De San Angel,Eucalyptus grandis,Bloque,ICA,1
"2,014",II,III,Magdalena,Sabanas De San Angel,Eucalyptus tereticornis,Otros,ICA,42
"2,014",II,III,Magdalena,Sabanas De San Angel,Eucalyptus tereticornis,Pulpa,ICA,234
"2,014",II,III,Magdalena,Sabanas De San Angel,Eucalyptus tereticornis,Rolliza,ICA,222
"2,014",II,III,Magdalena,Sabanas De San Angel,Gmelina arborea,Otros,ICA,2
"2,014",II,III,Magdalena,Sabanas De San Angel,Gmelina arborea,Pulpa,ICA,13
"2,014",II,III,Magdalena,Sabanas De San Angel,Pachira quinata,Pulpa,ICA,22
"2,014",II,III,Magdalena,Sabanas De San Angel,Pachira quinata,Rolliza,ICA,330
"2,014",II,III,Magdalena,Sabanas De San Angel,Tabebuia rosea,Bloque,ICA,580
"2,014",II,III,Magdalena,Sabanas De San Angel,Tabebuia rosea,Otros,ICA,157
"2,014",II,III,Magdalena,Sabanas De San Angel,Tabebuia rosea,Pulpa,ICA,135
"2,014",II,III,Magdalena,Sabanas De San Angel,Tectona grandis L. Fil,Otros,ICA,135
"2,014",II,III,Magdalena,Sabanas De San Angel,Tectona grandis L. Fil,Pulpa,ICA,"1,411"
"2,014",II,III,Magdalena,Sabanas De San Angel,Tectona grandis L. Fil,Rolliza,ICA,"3,512"
"2,014",II,III,Magdalena,San Sebastián de Buenavista,Eucalyptus tereticornis,Rolliza,ICA,"1,137"
"2,014",II,III,Magdalena,San Zenon,Eucalyptus camaldulensis,Rolliza,ICA,277
"2,014",II,III,Magdalena,San Zenon,Eucalyptus tereticornis,Rolliza,ICA,"1,298"
"2,014",II,III,Magdalena,Santa Ana,Eucalyptus tereticornis,Rolliza,ICA,549
"2,014",II,III,Magdalena,Santa Ana,Gmelina arborea,Bloque,ICA,269
"2,014",II,III,Magdalena,Santa Ana,Gmelina arborea,Rolliza,ICA,89
"2,014",II,III,Magdalena,Tenerife,Bombacopsis quinata (Jaq.) Dugand,Bloque,ICA,155
"2,014",II,III,Magdalena,Tenerife,Bombacopsis quinata (Jaq.) Dugand,Otros,ICA,25
"2,014",II,III,Magdalena,Tenerife,Gmelina arborea,Bloque,ICA,"1,856"
"2,014",II,III,Magdalena,Tenerife,Gmelina arborea,Rolliza,ICA,114
"2,014",II,III,Magdalena,Tenerife,Tectona grandis L. Fil,Bloque,ICA,90
"2,014",II,III,Magdalena,Zapayan,Gmelina arborea,Bloque,ICA,140
"2,014",II,III,Magdalena,Zapayan,Gmelina arborea,Otros,ICA,100
"2,014",II,III,Magdalena,Zapayan,Gmelina arborea,Rolliza,ICA,300
"2,014",II,III,Magdalena,Zapayan,Tectona grandis L. Fil,Otros,ICA,376
"2,014",II,III,Magdalena,Zapayan,Tectona grandis L. Fil,Rolliza,ICA,433
"2,014",II,III,Meta,Cabuyaro,Acacia mangium,Otros,ICA,60
"2,014",II,III,Meta,Cabuyaro,Acacia mangium,Postes,ICA,10
"2,014",II,III,Meta,Cumaral,Citrus reticulata,Madera troceada,ICA,15
"2,014",II,III,Meta,Cumaral,Citrus sinensis,Madera troceada,ICA,5
"2,014",II,III,Meta,Puerto Gaitan,Acacia mangium,Rolliza,ICA,18
"2,014",II,III,Meta,Puerto Gaitan,Pinus caribaea,Bloque,ICA,"1,370"
"2,014",II,III,Meta,Puerto Lopez,Acacia mangium,n.c.p,ICA,10
"2,014",II,III,Meta,Puerto Lopez,Acacia mangium,Rolliza,ICA,40
"2,014",II,III,Meta,Puerto Lopez,Eucalyptus pellita,Rolliza,ICA,72
"2,014",II,III,Meta,Puerto Lopez,Pinus caribaea,Bloque,ICA,120
"2,014",II,III,Meta,Puerto Lopez,Pinus caribaea,Postes,ICA,537
"2,014",II,III,Meta,Puerto Lopez,Pinus caribaea,Rolliza,ICA,241
"2,014",II,III,Meta,Puerto Lopez,Simarouba amara Aubl.,Rolliza,ICA,8
"2,014",II,III,Meta,Villavicencio,Acacia mangium,Rolliza,ICA,36
"2,014",II,III,Nariño,Aldana,Pinus patula,Bloque,ICA,905
"2,014",II,III,Nariño,Aldana,Pinus patula,Otros,ICA,70
"2,014",II,III,Nariño,Buesaco,Pinus patula,Bloque,ICA,137
"2,014",II,III,Nariño,Chachagüí,Pinus patula,Bloque,ICA,265
"2,014",II,III,Nariño,Chachagüí,Pinus patula,Madera troceada,ICA,112
"2,014",II,III,Nariño,Cuaspud (Carlosama),Pinus radiata,Bloque,ICA,70
"2,014",II,III,Nariño,El Tambo,Cupressus lusitanica Mill.,Bloque,ICA,15
"2,014",II,III,Nariño,Funes,Eucalyptus globulus,Madera troceada,ICA,274
"2,014",II,III,Nariño,Guachucal,Cupressus lusitanica Mill.,Bloque,ICA,59
"2,014",II,III,Nariño,Guachucal,Pinus patula,Bloque,ICA,296
"2,014",II,III,Nariño,Guachucal,Pinus patula,Otros,ICA,40
"2,014",II,III,Nariño,Ipiales,Cupressus lusitanica Mill.,Bloque,ICA,7
"2,014",II,III,Nariño,Ipiales,Pinus patula,Bloque,ICA,59
"2,014",II,III,Nariño,Ipiales,Pinus patula,Otros,ICA,95
"2,014",II,III,Nariño,La Cruz,Cupressus lusitanica Mill.,Bloque,ICA,3
"2,014",II,III,Nariño,La Cruz,Cupressus lusitanica Mill.,Otros,ICA,12
"2,014",II,III,Nariño,La Cruz,Pinus patula,Bloque,ICA,32
"2,014",II,III,Nariño,La Cruz,Pinus patula,Limatón,ICA,25
"2,014",II,III,Nariño,La Florida,Eucalyptus globulus,Rolliza,ICA,30
"2,014",II,III,Nariño,Mallama (Piedrancha),Pinus patula,Bloque,ICA,315
"2,014",II,III,Nariño,Pasto,Eucalyptus globulus,Madera troceada,ICA,150
"2,014",II,III,Nariño,Pasto,Pinus patula,Bloque,ICA,105
"2,014",II,III,Nariño,Pasto,Pinus radiata,Bloque,ICA,80
"2,014",II,III,Nariño,Pasto,Pinus sp.,Bloque,ICA,55
"2,014",II,III,Nariño,Providencia,Pinus patula,Bloque,ICA,280
"2,014",II,III,Nariño,San Pedro De Cartago,Pinus patula,Bloque,ICA,37
"2,014",II,III,Norte De Santander,Cúcuta,Acacia mangium,Otros,ICA,149
"2,014",II,III,Norte De Santander,Cúcuta,Cordia alliodora (Ruiz & Pav.) Oken,Otros,ICA,9
"2,014",II,III,Norte De Santander,Cúcuta,Tabebuia rosea,Otros,ICA,36
"2,014",II,III,Norte De Santander,Cúcuta,Tabebuia rosea,Palanca de Mina,ICA,2
"2,014",II,III,Norte De Santander,Herran,Acacia melanoxylon,Otros,ICA,6
"2,014",II,III,Norte De Santander,Herran,Cupressus lusitanica Mill.,Otros,ICA,1
"2,014",II,III,Norte De Santander,Herran,Eucalyptus globulus,Palanca de Mina,ICA,22
"2,014",II,III,Norte De Santander,Herran,Fraxinus spp.,Otros,ICA,6
"2,014",II,III,Norte De Santander,Herran,Pinus patula,Otros,ICA,15
"2,014",II,III,Norte De Santander,Tibú,Cedrela odorata L.,Otros,ICA,10
"2,014",II,III,Norte De Santander,Tibú,Cordia alliodora (Ruiz & Pav.) Oken,Bloque,ICA,4
"2,014",II,III,Norte De Santander,Tibú,Cordia spp,Bloque,ICA,11
"2,014",II,III,Norte De Santander,Tibú,Cordia spp,Otros,ICA,2
"2,014",II,III,Norte De Santander,Tibú,Guarea sp.,Bloque,ICA,4
"2,014",II,III,Norte De Santander,Tibú,Guasuma ulmifolia Lam.,Otros,ICA,7
"2,014",II,III,Putumayo,San Miguel (La Dorada),Gmelina arborea,Bloque,ICA,261
"2,014",II,III,Putumayo,San Miguel (La Dorada),Gmelina arborea,Rolliza,ICA,5
"2,014",II,III,Quindío,Armenia,Eucalyptus grandis,Bloque,ICA,18
"2,014",II,III,Quindío,Calarcá,Cupressus lusitanica Mill.,Bloque,ICA,40
"2,014",II,III,Quindío,Calarcá,Eucalyptus grandis,Bloque,ICA,155
"2,014",II,III,Quindío,Calarcá,Eucalyptus grandis,Postes,ICA,84
"2,014",II,III,Quindío,Circasia,Cupressus lusitanica Mill.,Bloque,ICA,54
"2,014",II,III,Quindío,Circasia,Eucalyptus camaldulensis,Bloque,ICA,9
"2,014",II,III,Quindío,Circasia,Eucalyptus camaldulensis,Otros,ICA,13
"2,014",II,III,Quindío,Circasia,Eucalyptus grandis,Bloque,ICA,15
"2,014",II,III,Quindío,Circasia,Fraxinus spp.,Bloque,ICA,18
"2,014",II,III,Quindío,Circasia,Pinus patula,Bloque,ICA,340
"2,014",II,III,Quindío,Córdoba,Eucalyptus grandis,Bloque,ICA,59
"2,014",II,III,Quindío,Córdoba,Eucalyptus grandis,Rolliza,ICA,588
"2,014",II,III,Quindío,Filandia,Cordia alliodora (Ruiz & Pav.) Oken,Bloque,ICA,10
"2,014",II,III,Quindío,Filandia,Eucalyptus grandis,Bloque,ICA,38
"2,014",II,III,Quindío,Filandia,Pinus patula,Bloque,ICA,308
"2,014",II,III,Quindío,Filandia,Pinus patula,Otros,ICA,130
"2,014",II,III,Quindío,Filandia,Pinus patula,Rolliza,ICA,225
"2,014",II,III,Quindío,Génova,Cupressus lusitanica Mill.,Bloque,ICA,8
"2,014",II,III,Quindío,Génova,Eucalyptus grandis,Bloque,ICA,404
"2,014",II,III,Quindío,Génova,Eucalyptus grandis,Limatón,ICA,33
"2,014",II,III,Quindío,Génova,Eucalyptus grandis,Madera troceada,ICA,38
"2,014",II,III,Quindío,Génova,Eucalyptus grandis,Otros,ICA,22
"2,014",II,III,Quindío,Génova,Eucalyptus grandis,Postes,ICA,14
"2,014",II,III,Quindío,Génova,Eucalyptus grandis,Rolliza,ICA,238
"2,014",II,III,Quindío,Génova,Eucalyptus spp,Bloque,ICA,11
"2,014",II,III,Quindío,Génova,Pinus patula,Bloque,ICA,13
"2,014",II,III,Quindío,Génova,Pinus patula,Otros,ICA,3
"2,014",II,III,Quindío,Génova,Pinus patula,Postes,ICA,43
"2,014",II,III,Quindío,La Tebaida,Eucalyptus grandis,Bloque,ICA,9
"2,014",II,III,Quindío,Montenegro,Cordia alliodora (Ruiz & Pav.) Oken,Bloque,ICA,72
"2,014",II,III,Quindío,Montenegro,Eucalyptus grandis,Bloque,ICA,40
"2,014",II,III,Quindío,Pijao,Cordia alliodora (Ruiz & Pav.) Oken,Otros,ICA,4
"2,014",II,III,Quindío,Pijao,Eucalyptus grandis,Bloque,ICA,58
"2,014",II,III,Quindío,Pijao,Eucalyptus grandis,Otros,ICA,6
"2,014",II,III,Quindío,Pijao,Eucalyptus grandis,Rolliza,ICA,346
"2,014",II,III,Quindío,Pijao,Eucalyptus spp,Otros,ICA,6
"2,014",II,III,Quindío,Pijao,Pinus patula,Pulpa,ICA,"5,829"
"2,014",II,III,Quindío,Pijao,Pinus patula,Rolliza,ICA,398
"2,014",II,III,Quindío,Quimbaya,Cordia alliodora (Ruiz & Pav.) Oken,Bloque,ICA,117
"2,014",II,III,Quindío,Quimbaya,Eucalyptus grandis,Bloque,ICA,11
"2,014",II,III,Quindío,Salento,Eucalyptus grandis,Bloque,ICA,259
"2,014",II,III,Quindío,Salento,Eucalyptus grandis,Cercos,ICA,5
"2,014",II,III,Quindío,Salento,Eucalyptus grandis,Otros,ICA,5
"2,014",II,III,Quindío,Salento,Eucalyptus grandis,Pulpa,ICA,"16,428"
"2,014",II,III,Quindío,Salento,Eucalyptus grandis,Rolliza,ICA,589
"2,014",II,III,Quindío,Salento,Pinus patula,Bloque,ICA,3
"2,014",II,III,Quindío,Salento,Pinus patula,Pulpa,ICA,620
"2,014",II,III,Risaralda,Apía,Eucalyptus grandis,Bloque,ICA,16
"2,014",II,III,Risaralda,Apía,Eucalyptus grandis,Madera troceada,ICA,5
"2,014",II,III,Risaralda,Balboa,Cordia alliodora (Ruiz & Pav.) Oken,Bloque,ICA,99
"2,014",II,III,Risaralda,Balboa,Eucalyptus grandis,Bloque,ICA,3
"2,014",II,III,Risaralda,Belén de Umbría,Cedrela odorata L.,Bloque,ICA,18
"2,014",II,III,Risaralda,Belén de Umbría,Cordia alliodora (Ruiz & Pav.) Oken,Bloque,ICA,37
"2,014",II,III,Risaralda,Belén de Umbría,Cordia alliodora (Ruiz & Pav.) Oken,Otros,ICA,16
"2,014",II,III,Risaralda,Belén de Umbría,Eucalyptus grandis,Cercos,ICA,9
"2,014",II,III,Risaralda,Belén de Umbría,Eucalyptus grandis,Otros,ICA,3
"2,014",II,III,Risaralda,Dosquebradas,Cupressus lusitanica var. benthami,Rolliza,ICA,5
"2,014",II,III,Risaralda,Dosquebradas,Eucalyptus grandis,Bloque,ICA,1
"2,014",II,III,Risaralda,Dosquebradas,Eucalyptus grandis,Otros,ICA,71
"2,014",II,III,Risaralda,Dosquebradas,Eucalyptus grandis,Rolliza,ICA,20
"2,014",II,III,Risaralda,Dosquebradas,Eucalyptus spp,Bloque,ICA,8
"2,014",II,III,Risaralda,Guática,Cordia alliodora (Ruiz & Pav.) Oken,Bloque,ICA,4
"2,014",II,III,Risaralda,Guática,Eucalyptus grandis,Bloque,ICA,4
"2,014",II,III,Risaralda,Guática,Eucalyptus grandis,Madera troceada,ICA,8
"2,014",II,III,Risaralda,Guática,Eucalyptus grandis,Otros,ICA,238
"2,014",II,III,Risaralda,Guática,Eucalyptus grandis,Palanca de Mina,ICA,231
"2,014",II,III,Risaralda,Marsella,Cordia alliodora (Ruiz & Pav.) Oken,Bloque,ICA,97
"2,014",II,III,Risaralda,Marsella,Cordia alliodora (Ruiz & Pav.) Oken,Madera troceada,ICA,13
"2,014",II,III,Risaralda,Marsella,Cordia alliodora (Ruiz & Pav.) Oken,Otros,ICA,17
"2,014",II,III,Risaralda,Marsella,Eucalyptus grandis,Bloque,ICA,5
"2,014",II,III,Risaralda,Marsella,Eucalyptus grandis,Madera troceada,ICA,9
